"","Variable","Estimate","CI_95","DF","p_value","p_value_FDR"
"1","SCQ_Pro_Score",0.746,"(-3.1, 4.59)",267,"0.703",NA
"2","Cand_SexMale",74.657,"(32.21, 117.11)",267,"<0.001",NA
"3","RiskGroupHR-ASD",22.764,"(-34.1, 79.63)",267,"0.431",NA
"4","RiskGroupHR-ASD:SCQ_Pro_Score",6.101,"(-4.7, 16.9)",267,"0.267",NA
