"","Time","Variable","n","Estimate","CI","p_value","p_value_FDR"
"1","V06","TSA",122,"-0.14","(-0.31, 0.04)",0.135,0.162
"2","V12","TSA",154,"-0.11","(-0.27, 0.05)",0.166,0.166
"3","V24","TSA",151,"-0.13","(-0.28, 0.03)",0.116,0.162
"4","V06","TCV",134,"-0.15","(-0.31, 0.02)",0.088,0.162
"5","V12","TCV",154,"-0.14","(-0.29, 0.02)",0.088,0.162
"6","V24","TCV",157,"-0.16","(-0.31, -0.01)",0.039,0.162
