"","Variable","Estimate","CI_95","DF","p_value","p_value_FDR"
"1","SCQ_Pro_Score",-6.369,"(-11.94, -0.8)",267,"0.025",NA
"2","Cand_SexMale",137.273,"(75.91, 198.63)",267,"<0.001",NA
"3","RiskGroupHR-ASD",-56.767,"(-138.19, 24.66)",267,"0.171",NA
"4","RiskGroupHR-ASD:SCQ_Pro_Score",26.821,"(11.15, 42.5)",267,"<0.001",NA
