"","Variable","Estimate","CI_95","DF","p_value","p_value_FDR"
"1","SCQ_Pro_Score",-5.725,"(-14.1, 2.65)",233,"0.179",NA
"2","Cand_SexMale",193.765,"(105.57, 281.96)",233,"<0.001",NA
"3","RiskGroupHR-ASD",-137.212,"(-1193.55, 919.12)",233,"0.798",NA
"4","RiskGroupHR-ASD:SCQ_Pro_Score",18.336,"(-5.04, 41.71)",233,"0.124",NA
