"","Variable","Estimate","CI_95","DF","p_value","p_value_FDR"
"1","SCQ_Pro_Score",-0.276,"(-4.02, 3.47)",268,"0.885",NA
"2","Cand_SexMale",109.61,"(68.37, 150.85)",268,"<0.001",NA
"3","RiskGroupHR-ASD",51.606,"(-3.4, 106.62)",268,"0.066",NA
"4","RiskGroupHR-ASD:SCQ_Pro_Score",-3.617,"(-14.18, 6.94)",268,"0.501",NA
