"","Variable","Estimate","CI_95","DF","p_value","p_value_FDR"
"1","SCQ_Pro_Score",-1.115,"(-5.6, 3.36)",233,"0.624",NA
"2","Cand_SexMale",88.336,"(41.17, 135.5)",233,"<0.001",NA
"3","RiskGroupHR-ASD",-179.045,"(-742.21, 384.12)",233,"0.532",NA
"4","RiskGroupHR-ASD:SCQ_Pro_Score",9.005,"(-3.48, 21.49)",233,"0.157",NA
