"","Variable","Estimate","CI_95","DF","p_value","p_value_FDR"
"1","SCQ_Pro_Score",1.288,"(-5.63, 8.21)",268,"0.714",NA
"2","Cand_SexMale",144.421,"(68.63, 220.22)",268,"<0.001",NA
"3","RiskGroupHR-ASD",-23.458,"(-124.82, 77.9)",268,"0.649",NA
"4","RiskGroupHR-ASD:SCQ_Pro_Score",7.546,"(-11.9, 26.99)",268,"0.446",NA
