"","Variable","Estimate","CI_95","DF","p_value","p_value_FDR"
"1","SCQ_Pro_Score",-0.057,"(-4.19, 4.08)",233,"0.978",NA
"2","Cand_SexMale",101.07,"(57.57, 144.57)",233,"<0.001",NA
"3","RiskGroupHR-ASD",370.126,"(-148.6, 888.85)",233,"0.161",NA
"4","RiskGroupHR-ASD:SCQ_Pro_Score",-5.974,"(-17.47, 5.52)",233,"0.307",NA
