"","Variable","Estimate","CI_95","DF","p_value","p_value_FDR"
"1","ADIR_Pro_C_Tot",2.001,"(-12.99, 16.99)",286,"0.793",NA
"2","Cand_SexMale",148.381,"(76.22, 220.55)",286,"<0.001",NA
"3","RiskGroupHR-ASD",21.793,"(-222.8, 266.39)",286,"0.861",NA
"4","RiskGroupHR-ASD:ADIR_Pro_C_Tot",-0.421,"(-36.34, 35.49)",286,"0.982",NA
